workflowId,normalization,classifier,criterion,max_depth,n_estimators,fairness_method,random_state,test_Log_Loss,test_False_Positives,test_False_Negatives,test_Equal_Opportunity,test_Equalized_Odds,test_Predictive_Equality,test_Treatment_Equality,test_Conditional_Statistical_Parity,test_Overall_Accuracy_Equality,test_Test_Fairness,test_Well_Calibration,overfitting_Accuracy_diff,overfitting_F1_diff,overfitting_AUC_diff,system/cpu_utilization_percentage,cluster
80,standard,random_forest,log_loss,20,200,balanced,42,0.0515242360770939,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9388089285714286,0.0060180153846153,0.0055384615384614,0.0036689767631471,0.0027071428571429,23.6,1
81,standard,random_forest,log_loss,20,200,,42,0.052472411225023,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9384147959183672,0.0061379692307692,0.0055384615384614,0.0036689767631471,0.002738775510204,30.4,1
82,minmax,random_forest,gini,3,50,balanced_subsample,42,0.1168373351045163,6,16,0.001938775510204,0.001938775510204,0.001938775510204,0.4545454545454545,0.0340861186389641,0.0004921507064364,0.8012327140267527,0.0224072036846752,0.0024547176960969,0.001651417992541,0.0028139475657685,44.1,0
83,minmax,random_forest,gini,3,50,balanced,42,0.1161591954114909,6,16,0.001938775510204,0.001938775510204,0.001938775510204,0.4545454545454545,0.0340861186389641,0.0004921507064364,0.8017621485317136,0.0221050420496866,0.0030704812428949,0.002063428207449,0.002797637978069,0.0,0
84,minmax,random_forest,gini,3,50,,42,0.0996536506019067,14,2,0.0333673469387755,0.0333673469387755,0.0333673469387755,0.75,0.0061630649476202,0.0084701726844584,0.7786278242458172,0.0192443509196518,-0.0018533535430087,-0.0012247957572995,0.0016726656215078,25.9,2
85,minmax,random_forest,gini,10,50,balanced_subsample,42,0.0532092374995412,7,2,0.0158673469387754,0.0158673469387754,0.0158673469387755,0.5555555555555556,0.0006277657713286,0.0040278649921507,0.9359126943600748,0.006817654736364,0.0049226979916634,0.0032578245147345,0.002384693877551,22.9,1
86,minmax,random_forest,gini,10,50,balanced,42,0.0727900242009529,6,2,0.0133673469387755,0.0133673469387755,0.0133673469387755,0.5,0.0001684871497728,0.0033932496075353,0.9362723125841016,0.006692622508679,0.0043073133762788,0.0028518204347753,0.0042091836734693,33.3,1
87,minmax,random_forest,gini,10,50,,42,0.0388381726365537,6,2,0.0133673469387755,0.0133673469387755,0.0133673469387755,0.5,0.0001684871497728,0.0033932496075353,0.9330029356846192,0.0068560170304294,0.0039994316028798,0.0026478637245662,0.0030438775510203,26.5,1
88,minmax,random_forest,gini,20,50,balanced_subsample,42,0.0535715902621786,7,3,0.0150510204081631,0.0150510204081632,0.0150510204081632,0.4,0.0018800700249032,0.0038206436420722,0.9337836734693878,0.0070889846153846,0.0061538461538461,0.0040749796251018,0.0022602040816326,22.2,1
89,minmax,random_forest,gini,20,50,balanced,42,0.0736962280009306,5,3,0.0100510204081631,0.0100510204081632,0.0100510204081632,0.25,0.0034627088171091,0.0025514128728414,0.9339816326530612,0.0068219076923076,0.0049230769230769,0.0032626427406199,0.0034020408163265,46.4,1
90,minmax,random_forest,gini,20,50,,42,0.0740037522537,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9332377551020408,0.0070498461538461,0.0055384615384614,0.0036689767631471,0.0033336734693877,25.0,1
91,minmax,random_forest,entropy,3,50,balanced_subsample,42,0.1184234814411428,7,18,0.0028061224489795,0.0028061224489796,0.0028061224489795,0.44,0.0380295578349907,0.0007123233908947,0.7976786414624426,0.0233075280167805,0.0027614626752556,0.001850184451445,0.0026065319277326,0.0,0
92,minmax,random_forest,entropy,3,50,balanced,42,0.117155068551811,7,22,0.0004591836734694,0.0004591836734694,0.0004591836734693,0.5172413793103449,0.0472269242258288,0.0001165620094192,0.8006652174419737,0.0231516513673997,0.0052230011367941,0.0035097328744446,0.0024963142917696,0.0,0
93,minmax,random_forest,entropy,3,50,,42,0.1029992628746016,17,3,0.0400510204081632,0.0400510204081632,0.0400510204081632,0.7,0.0059487218089132,0.010166797488226,0.7725252740963335,0.0206010592575749,-0.0009312239484652,-0.0006105372200359,0.0024076923373363,64.4,2
94,minmax,random_forest,entropy,10,50,balanced_subsample,42,0.0696966601566824,5,3,0.0100510204081631,0.0100510204081632,0.0100510204081632,0.25,0.0034627088171091,0.0025514128728414,0.9399233679669148,0.0059634418525772,0.0049230769230769,0.0032626427406199,0.0032122448979592,0.0,1
95,minmax,random_forest,entropy,10,50,balanced,42,0.0706659455180134,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.939924698842426,0.006420566751624,0.0055384615384614,0.0036689767631471,0.0032591836734694,42.3,1
96,minmax,random_forest,entropy,10,50,,42,0.0563484464426262,6,4,0.0117346938775509,0.011734693877551,0.011734693877551,0.2,0.0051602757061591,0.0029788069073783,0.9369202696067118,0.0065645055479993,0.0061538461538461,0.0040783034257748,0.0029724489795919,11.5,1
97,minmax,random_forest,entropy,20,50,balanced_subsample,42,0.0695378859317453,4,3,0.0075510204081632,0.0075510204081632,0.0075510204081632,0.1428571428571428,0.0042561542518613,0.001916797488226,0.9405755102040816,0.0059116307692307,0.0043076923076923,0.0028559771521827,0.0032010204081632,21.7,1
98,minmax,random_forest,entropy,20,50,balanced,42,0.0708432757799922,6,4,0.0117346938775509,0.011734693877551,0.011734693877551,0.2,0.0051602757061591,0.0029788069073783,0.9393602040816328,0.0065216,0.0061538461538461,0.0040783034257748,0.0032295918367346,13.6,1
99,minmax,random_forest,entropy,20,50,,42,0.0715763558938311,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9379979591836736,0.0064686769230769,0.0055384615384614,0.0036689767631471,0.0032204081632654,0.0,1
100,minmax,random_forest,log_loss,3,50,balanced_subsample,42,0.1184234814411428,7,18,0.0028061224489795,0.0028061224489796,0.0028061224489795,0.44,0.0380295578349907,0.0007123233908947,0.7976786414624426,0.0233075280167805,0.0027614626752556,0.001850184451445,0.0026065319277326,0.0,0
101,minmax,random_forest,log_loss,3,50,balanced,42,0.117155068551811,7,22,0.0004591836734694,0.0004591836734694,0.0004591836734693,0.5172413793103449,0.0472269242258288,0.0001165620094192,0.8006652174419737,0.0231516513673997,0.0052230011367941,0.0035097328744446,0.0024963142917696,10.6,0
102,minmax,random_forest,log_loss,3,50,,42,0.1029992628746016,17,3,0.0400510204081632,0.0400510204081632,0.0400510204081632,0.7,0.0059487218089132,0.010166797488226,0.7725252740963335,0.0206010592575749,-0.0009312239484652,-0.0006105372200359,0.0024076923373363,10.8,2
103,minmax,random_forest,log_loss,10,50,balanced_subsample,42,0.0696966601566824,5,3,0.0100510204081631,0.0100510204081632,0.0100510204081632,0.25,0.0034627088171091,0.0025514128728414,0.9399233679669148,0.0059634418525772,0.0049230769230769,0.0032626427406199,0.0032122448979592,12.9,1
104,minmax,random_forest,log_loss,10,50,balanced,42,0.0706659455180134,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.939924698842426,0.006420566751624,0.0055384615384614,0.0036689767631471,0.0032591836734694,0.0,1
105,minmax,random_forest,log_loss,10,50,,42,0.0563484464426262,6,4,0.0117346938775509,0.011734693877551,0.011734693877551,0.2,0.0051602757061591,0.0029788069073783,0.9369202696067118,0.0065645055479993,0.0061538461538461,0.0040783034257748,0.0029724489795919,0.0,1
106,minmax,random_forest,log_loss,20,50,balanced_subsample,42,0.0695378859317453,4,3,0.0075510204081632,0.0075510204081632,0.0075510204081632,0.1428571428571428,0.0042561542518613,0.001916797488226,0.9405755102040816,0.0059116307692307,0.0043076923076923,0.0028559771521827,0.0032010204081632,13.7,1
107,minmax,random_forest,log_loss,20,50,balanced,42,0.0708432757799922,6,4,0.0117346938775509,0.011734693877551,0.011734693877551,0.2,0.0051602757061591,0.0029788069073783,0.9393602040816328,0.0065216,0.0061538461538461,0.0040783034257748,0.0032295918367346,9.7,1
108,minmax,random_forest,log_loss,20,50,,42,0.0715763558938311,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9379979591836736,0.0064686769230769,0.0055384615384614,0.0036689767631471,0.0032204081632654,0.0,1
109,minmax,random_forest,gini,3,100,balanced_subsample,42,0.1160504583086184,8,17,0.0061224489795917,0.0061224489795918,0.0061224489795918,0.36,0.0349858448076181,0.0015541601255888,0.8012114736234658,0.0218832040646312,0.0046087533156498,0.0030857034017535,0.0026943548014236,15.7,0
110,minmax,random_forest,gini,3,100,balanced,42,0.1156321900526008,8,17,0.0061224489795917,0.0061224489795918,0.0061224489795918,0.36,0.0349858448076181,0.0015541601255888,0.801487502999724,0.0217445973889585,0.0046087533156498,0.0030857034017535,0.0026740177983914,12.7,0
111,minmax,random_forest,gini,3,100,,42,0.1003377965151905,16,2,0.0383673469387755,0.0383673469387755,0.0383673469387755,0.7777777777777778,0.007732292882025,0.0097394034536891,0.7768661664409612,0.0195617427979773,-0.0009304660856385,-0.0006103724771271,0.0015555831246254,12.7,2
112,minmax,random_forest,gini,10,100,balanced_subsample,42,0.0532198599072122,7,3,0.0150510204081631,0.0150510204081632,0.0150510204081632,0.4,0.0018800700249032,0.0038206436420722,0.9343145762347153,0.0064892597556461,0.0058459643804471,0.0038708563346343,0.0027520408163265,13.2,1
113,minmax,random_forest,gini,10,100,balanced,42,0.0543890471346749,7,3,0.0150510204081631,0.0150510204081632,0.0150510204081632,0.4,0.0018800700249032,0.0038206436420722,0.9339104365809764,0.0066148088987656,0.0058459643804471,0.0038708563346343,0.0031897959183672,12.3,1
114,minmax,random_forest,gini,10,100,,42,0.0381494112115697,6,2,0.0133673469387755,0.0133673469387755,0.0133673469387755,0.5,0.0001684871497728,0.0033932496075353,0.9326200053136734,0.0066546168750123,0.0039994316028798,0.0026478637245662,0.0030142857142857,13.8,1
115,minmax,random_forest,gini,20,100,balanced_subsample,42,0.0536089560794785,7,3,0.0150510204081631,0.0150510204081632,0.0150510204081632,0.4,0.0018800700249032,0.0038206436420722,0.9331479591836735,0.0067048,0.0058459643804471,0.0038708563346343,0.0024969387755102,12.4,1
116,minmax,random_forest,gini,20,100,balanced,42,0.0729995498103753,5,3,0.0100510204081631,0.0100510204081632,0.0100510204081632,0.25,0.0034627088171091,0.0025514128728414,0.9329102040816326,0.0067168615384615,0.0046151951496778,0.0030585194501524,0.0034785714285714,13.8,1
117,minmax,random_forest,gini,20,100,,42,0.0725680237639273,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.934872448979592,0.0065159384615384,0.0052305797650624,0.0034648534726796,0.003408163265306,12.2,1
118,minmax,random_forest,entropy,3,100,balanced_subsample,42,0.1177923333858916,6,21,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.5555555555555556,0.0456437319526038,0.000543956043956,0.7973444721145855,0.022579593999645,0.0049158772262219,0.0033141549350208,0.0026555284624819,10.2,0
119,minmax,random_forest,entropy,3,100,balanced,42,0.1171743841552788,6,21,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.5555555555555556,0.0456437319526038,0.000543956043956,0.7987438867284954,0.0224976354069835,0.0046079954528229,0.0031079396412306,0.002652492652361,8.8,0
120,minmax,random_forest,entropy,3,100,,42,0.1013012968213844,16,3,0.0375510204081632,0.0375510204081633,0.0375510204081632,0.6842105263157895,0.0051721330978947,0.0095321821036107,0.7763162655504428,0.0201773932578799,0.0003006820765441,0.0001953727192524,0.0020935618731129,18.4,2
121,minmax,random_forest,entropy,10,100,balanced_subsample,42,0.0701339377122611,5,3,0.0100510204081631,0.0100510204081632,0.0100510204081632,0.25,0.0034627088171091,0.0025514128728414,0.9399200221102232,0.0060426020857025,0.0049230769230769,0.0032626427406199,0.0034561224489796,21.4,1
122,minmax,random_forest,entropy,10,100,balanced,42,0.0706441041538437,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9392018391780572,0.0061653759610687,0.0052305797650624,0.0034648534726796,0.003788775510204,13.5,1
123,minmax,random_forest,entropy,10,100,,42,0.0563890711887188,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9381729397110332,0.0063087483547766,0.0055384615384614,0.0036689767631471,0.0032224489795917,13.0,1
124,minmax,random_forest,entropy,20,100,balanced_subsample,42,0.0701444453085903,5,3,0.0100510204081631,0.0100510204081632,0.0100510204081632,0.25,0.0034627088171091,0.0025514128728414,0.9401964285714284,0.0060527384615384,0.0049230769230769,0.0032626427406199,0.0033836734693877,12.4,1
125,minmax,random_forest,entropy,20,100,balanced,42,0.0704834478166022,7,3,0.0150510204081631,0.0150510204081632,0.0150510204081632,0.4,0.0018800700249032,0.0038206436420722,0.939355612244898,0.0061613538461538,0.0058459643804471,0.0038708563346343,0.0034112244897959,20.2,1
126,minmax,random_forest,entropy,20,100,,42,0.0517151813935785,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9394760204081634,0.0061857846153846,0.0055384615384614,0.0036689767631471,0.0024173469387755,19.1,1
127,minmax,random_forest,log_loss,3,100,balanced_subsample,42,0.1177923333858916,6,21,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.5555555555555556,0.0456437319526038,0.000543956043956,0.7973444721145855,0.022579593999645,0.0049158772262219,0.0033141549350208,0.0026555284624819,14.9,0
128,minmax,random_forest,log_loss,3,100,balanced,42,0.1171743841552788,6,21,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.5555555555555556,0.0456437319526038,0.000543956043956,0.7987438867284954,0.0224976354069835,0.0046079954528229,0.0031079396412306,0.002652492652361,15.9,0
129,minmax,random_forest,log_loss,3,100,,42,0.1013012968213844,16,3,0.0375510204081632,0.0375510204081633,0.0375510204081632,0.6842105263157895,0.0051721330978947,0.0095321821036107,0.7763162655504428,0.0201773932578799,0.0003006820765441,0.0001953727192524,0.0020935618731129,15.0,2
130,minmax,random_forest,log_loss,10,100,balanced_subsample,42,0.0701339377122611,5,3,0.0100510204081631,0.0100510204081632,0.0100510204081632,0.25,0.0034627088171091,0.0025514128728414,0.9399200221102232,0.0060426020857025,0.0049230769230769,0.0032626427406199,0.0034561224489796,14.7,1
131,minmax,random_forest,log_loss,10,100,balanced,42,0.0706441041538437,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9392018391780572,0.0061653759610687,0.0052305797650624,0.0034648534726796,0.003788775510204,0.0,1
132,minmax,random_forest,log_loss,10,100,,42,0.0563890711887188,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9381729397110332,0.0063087483547766,0.0055384615384614,0.0036689767631471,0.0032224489795917,11.4,1
133,minmax,random_forest,log_loss,20,100,balanced_subsample,42,0.0701444453085903,5,3,0.0100510204081631,0.0100510204081632,0.0100510204081632,0.25,0.0034627088171091,0.0025514128728414,0.9401964285714284,0.0060527384615384,0.0049230769230769,0.0032626427406199,0.0033836734693877,12.5,1
134,minmax,random_forest,log_loss,20,100,balanced,42,0.0704834478166022,7,3,0.0150510204081631,0.0150510204081632,0.0150510204081632,0.4,0.0018800700249032,0.0038206436420722,0.939355612244898,0.0061613538461538,0.0058459643804471,0.0038708563346343,0.0034112244897959,11.2,1
135,minmax,random_forest,log_loss,20,100,,42,0.0517151813935785,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9394760204081634,0.0061857846153846,0.0055384615384614,0.0036689767631471,0.0024173469387755,15.9,1
136,minmax,random_forest,gini,3,200,balanced_subsample,42,0.1164678953739647,7,17,0.0036224489795917,0.0036224489795917,0.0036224489795918,0.4166666666666667,0.0357020977617184,0.0009195447409733,0.797860271860309,0.0215712401173814,0.0046091322470632,0.0030889790883891,0.0023458947322707,11.7,0
137,minmax,random_forest,gini,3,200,balanced,42,0.1161283496517603,7,17,0.0036224489795917,0.0036224489795917,0.0036224489795918,0.4166666666666667,0.0357020977617184,0.0009195447409733,0.7983508960035274,0.0214769279052951,0.0049170140204622,0.0032947736686191,0.0024822539182218,20.0,0
138,minmax,random_forest,gini,3,200,,42,0.1015182495133694,19,3,0.0450510204081632,0.0450510204081632,0.0450510204081632,0.7272727272727273,0.007497733682514,0.0114360282574568,0.7734695131988422,0.0198376985658607,0.0009153088291018,0.0005998362795928,0.001977826025417,0.0,2
139,minmax,random_forest,gini,10,200,balanced_subsample,42,0.0539723467481463,7,3,0.0150510204081631,0.0150510204081632,0.0150510204081632,0.4,0.0018800700249032,0.0038206436420722,0.9320304213440914,0.0065277175138803,0.0061538461538461,0.0040749796251018,0.002912244897959,14.9,1
140,minmax,random_forest,gini,10,200,balanced,42,0.0541320274020612,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9323867619440342,0.0065211151531122,0.0055384615384614,0.0036689767631471,0.0031367346938775,12.5,1
141,minmax,random_forest,gini,10,200,,42,0.0381930624399324,6,2,0.0133673469387755,0.0133673469387755,0.0133673469387755,0.5,0.0001684871497728,0.0033932496075353,0.932682357388232,0.0064216153192911,0.0039994316028798,0.0026478637245662,0.0032744897959182,13.3,1
142,minmax,random_forest,gini,20,200,balanced_subsample,42,0.0542424698404705,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.931719132653061,0.0066579538461538,0.0055384615384614,0.0036689767631471,0.0027948979591835,15.6,1
143,minmax,random_forest,gini,20,200,balanced,42,0.0541731361803142,5,3,0.0100510204081631,0.0100510204081632,0.0100510204081632,0.25,0.0034627088171091,0.0025514128728414,0.9318772959183674,0.0066523692307692,0.0049230769230769,0.0032626427406199,0.0027459183673469,10.9,1
144,minmax,random_forest,gini,20,200,,42,0.0544643215648281,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9334954081632654,0.0065811538461538,0.0055384615384614,0.0036689767631471,0.0027285714285714,17.1,1
145,minmax,random_forest,entropy,3,200,balanced_subsample,42,0.118269163172603,6,19,0.0005102040816326,0.0005102040816326,0.0005102040816326,0.52,0.0410543475655071,0.000129513343799,0.7953921397184455,0.0224644972021097,0.0043008715422507,0.0028995611737955,0.0023730126388495,14.4,0
146,minmax,random_forest,entropy,3,200,balanced,42,0.1180560515440471,6,20,0.0013265306122448,0.0013265306122448,0.0013265306122449,0.5384615384615384,0.0433545957546962,0.0003367346938776,0.795828916211924,0.02243382243696,0.0052241379310344,0.0035172339933372,0.0023536231894563,42.9,0
147,minmax,random_forest,entropy,3,200,,42,0.101488616149576,16,3,0.0375510204081632,0.0375510204081633,0.0375510204081632,0.6842105263157895,0.0051721330978947,0.0095321821036107,0.7754529064914909,0.0202033527025475,-0.0006229632436529,-0.0004093071363573,0.0019547694199963,14.9,2
148,minmax,random_forest,entropy,10,200,balanced_subsample,42,0.0704144521097554,5,3,0.0100510204081631,0.0100510204081632,0.0100510204081632,0.25,0.0034627088171091,0.0025514128728414,0.9387311019710844,0.005963179057995,0.0049230769230769,0.0032626427406199,0.003780612244898,13.3,1
149,minmax,random_forest,entropy,10,200,balanced,42,0.051579351191633,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9386978954538736,0.0059982964108526,0.0055384615384614,0.0036689767631471,0.0029102040816326,15.3,1
150,minmax,random_forest,entropy,10,200,,42,0.056704834071283,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9376161466180052,0.0061656002209078,0.0055384615384614,0.0036689767631471,0.0040499999999999,14.2,1
151,minmax,random_forest,entropy,20,200,balanced_subsample,42,0.0704617546691427,5,3,0.0100510204081631,0.0100510204081632,0.0100510204081632,0.25,0.0034627088171091,0.0025514128728414,0.938891836734694,0.005995723076923,0.0049230769230769,0.0032626427406199,0.0036551020408163,12.2,1
152,minmax,random_forest,entropy,20,200,balanced,42,0.0515539607078884,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.938583163265306,0.0060193384615384,0.0055384615384614,0.0036689767631471,0.0027102040816325,10.7,1
153,minmax,random_forest,entropy,20,200,,42,0.0524580118565356,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9382372448979592,0.0061443076923076,0.0055384615384614,0.0036689767631471,0.0027377551020407,16.2,1
154,minmax,random_forest,log_loss,3,200,balanced_subsample,42,0.118269163172603,6,19,0.0005102040816326,0.0005102040816326,0.0005102040816326,0.52,0.0410543475655071,0.000129513343799,0.7953921397184455,0.0224644972021097,0.0043008715422507,0.0028995611737955,0.0023730126388495,10.6,0
155,minmax,random_forest,log_loss,3,200,balanced,42,0.1180560515440471,6,20,0.0013265306122448,0.0013265306122448,0.0013265306122449,0.5384615384615384,0.0433545957546962,0.0003367346938776,0.795828916211924,0.02243382243696,0.0052241379310344,0.0035172339933372,0.0023536231894563,13.3,0
156,minmax,random_forest,log_loss,3,200,,42,0.101488616149576,16,3,0.0375510204081632,0.0375510204081633,0.0375510204081632,0.6842105263157895,0.0051721330978947,0.0095321821036107,0.7754529064914909,0.0202033527025475,-0.0006229632436529,-0.0004093071363573,0.0019547694199963,14.7,2
157,minmax,random_forest,log_loss,10,200,balanced_subsample,42,0.0704144521097554,5,3,0.0100510204081631,0.0100510204081632,0.0100510204081632,0.25,0.0034627088171091,0.0025514128728414,0.9387311019710844,0.005963179057995,0.0049230769230769,0.0032626427406199,0.003780612244898,17.6,1
158,minmax,random_forest,log_loss,10,200,balanced,42,0.051579351191633,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9386978954538736,0.0059982964108526,0.0055384615384614,0.0036689767631471,0.0029102040816326,20.5,1
159,minmax,random_forest,log_loss,10,200,,42,0.056704834071283,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9376161466180052,0.0061656002209078,0.0055384615384614,0.0036689767631471,0.0040499999999999,11.4,1
160,minmax,random_forest,log_loss,20,200,balanced_subsample,42,0.0704617546691427,5,3,0.0100510204081631,0.0100510204081632,0.0100510204081632,0.25,0.0034627088171091,0.0025514128728414,0.938891836734694,0.005995723076923,0.0049230769230769,0.0032626427406199,0.0036551020408163,14.0,1
161,minmax,random_forest,log_loss,20,200,balanced,42,0.0515539607078884,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.938583163265306,0.0060193384615384,0.0055384615384614,0.0036689767631471,0.0027102040816325,12.2,1
